0,9999,1
3.29496627847888,9998,2
3.54589706737173,9998,1
4.45364601433031,9997,2
4.59597334394998,9997,1
5.3408030071928,9996,2
6.07250254658456,9995,3
7.92536663328279,9994,4
8.47584034072885,9993,5
8.52612040842278,9993,4
8.62897386990979,9993,3
9.00269863936375,9992,4
9.95360998781167,9992,3
10.4071897447962,9992,2
10.9502584828126,9991,3
12.6087573837393,9990,4
12.7853546310608,9990,3
14.4339664174744,9989,4
14.9609073959189,9988,5
15.3006843846024,9987,6
15.5347520434931,9986,7
15.7508329958956,9985,8
15.9263907882141,9984,9
15.9558483122599,9983,10
16.0921067450803,9982,11
16.5687794772924,9981,12
16.6827127387486,9980,13
16.8366407323438,9979,14
16.9260639573795,9979,13
16.9710266766475,9978,14
17.0029735130891,9978,13
17.117309184849,9977,14
17.3032953253458,9976,15
17.4469444934143,9976,14
17.4981899579949,9975,15
17.5060563921168,9975,14
17.515267140192,9975,13
17.6678802093649,9974,14
17.6918939516509,9973,15
17.8924794424297,9972,16
17.9920995352575,9971,17
18.0503390826882,9970,18
18.3008810266375,9969,19
18.3044122223993,9968,20
18.3752016696223,9967,21
18.4693566064737,9966,22
18.6022569939611,9965,23
18.6732796476232,9964,24
18.6794258118689,9963,25
18.6899182509873,9963,24
18.6966029678354,9963,23
18.7289170487106,9962,24
18.8284604851769,9961,25
18.8616662619265,9960,26
18.9221495164569,9959,27
19.1306041962035,9958,28
19.2799765520357,9957,29
19.2879414119196,9956,30
19.2989711299828,9955,31
19.3152773572663,9955,30
19.3596747219756,9954,31
19.5188605244386,9954,30
19.6198741129155,9953,31
19.6614033459769,9952,32
19.7016786337356,9951,33
19.7259719143231,9950,34
19.7715331076753,9949,35
19.9262854762612,9948,36
20.067335402972,9947,37
20.0679589513049,9946,38
20.1259106189646,9945,39
20.2871009379138,9945,38
20.3562006671863,9944,39
20.3839716741906,9943,40
20.4196315066516,9942,41
20.4611553751056,9942,40
20.5037011529371,9942,39
20.5521144964548,9941,40
20.6615536519836,9940,41
20.6665470561744,9940,40
20.7697410330601,9940,39
20.7989620295002,9939,40
20.859023683424,9938,41
20.8912904624531,9937,42
20.9374715088735,9936,43
20.9463492972027,9935,44
20.9493586199511,9935,43
20.9521576083523,9934,44
20.9936496477747,9933,45
21.0445255651031,9932,46
21.1377931695197,9932,45
21.1824381479127,9931,46
21.2130717060325,9930,47
21.29223789471,9929,48
21.3302026094128,9928,49
21.3436994105009,9927,50
21.3537388250797,9926,51
21.4097054484793,9925,52
21.5170298226954,9924,53
21.5313630279334,9924,52
21.5549837012988,9924,51
21.6648609490459,9923,52
21.6747850431142,9923,51
21.6813562187844,9922,52
21.7430051243145,9921,53
21.7866019424474,9920,54
21.8236720801624,9920,53
21.827559018447,9919,54
21.8374510314099,9919,53
21.8573671238412,9919,52
21.9316028938129,9918,53
21.953036464225,9917,54
21.9637598844777,9916,55
22.05221543597,9915,56
22.0791370056853,9915,55
22.1400979762269,9914,56
